Car Title,Brand,Model,Price,Year,Trim,Mileage,Condition,Transmission,Fuel Type,CC,Color,Location,Body Type,Image Paths,URL
Used Ford Escort 1.5L Trend 1998,Ford,Escort,"EGP 125,000",1998,1.5L Trend,"93,336 KM",Used,Manual,Petrol,"1,300",Silver,Alexandria,Sedan,images_yallamotor\ford_escort_1998_80236\img_1.jpg; images_yallamotor\ford_escort_1998_80236\img_2.jpg; images_yallamotor\ford_escort_1998_80236\img_3.jpg; images_yallamotor\ford_escort_1998_80236\img_4.jpg; images_yallamotor\ford_escort_1998_80236\img_5.jpg,https://egypt.yallamotor.com/used-cars/ford/escort/1998/used-ford-escort-1998-alexandria-2041092
Used Ford Escort 1998,Ford,Escort,"EGP 115,000",1998,Base/Standard,"300,000 KM",Used,Manual,Petrol,"1,300",Purple,Cairo,Sedan,images_yallamotor\ford_escort_1998_93923\img_1.jpg; images_yallamotor\ford_escort_1998_93923\img_2.jpg; images_yallamotor\ford_escort_1998_93923\img_3.jpg; images_yallamotor\ford_escort_1998_93923\img_4.jpg; images_yallamotor\ford_escort_1998_93923\img_5.jpg,https://egypt.yallamotor.com/used-cars/ford/escort/1998/used-ford-escort-1998-cairo-1622248
Used Ford Explorer 1997,Ford,Explorer,"EGP 350,000",1997,Base/Standard,"103,000 KM",Used,-,Petrol,"1,600",Black,Cairo,Sedan,images_yallamotor\ford_explorer_1997_9103\img_1.jpg; images_yallamotor\ford_explorer_1997_9103\img_2.jpg; images_yallamotor\ford_explorer_1997_9103\img_3.jpg; images_yallamotor\ford_explorer_1997_9103\img_4.jpg,https://egypt.yallamotor.com/used-cars/ford/explorer/1997/used-ford-explorer-1997-cairo-2064591
Used Ford EcoSport 2019,Ford,Ecosport,"EGP 1,000,000",2019,Base/Standard,"22,000 KM",Used,Automatic,Petrol,"1,000",Gray,Alexandria,SUV,images_yallamotor\ford_ecosport_2019_50463\img_1.jpeg; images_yallamotor\ford_ecosport_2019_50463\img_2.jpeg; images_yallamotor\ford_ecosport_2019_50463\img_3.jpeg; images_yallamotor\ford_ecosport_2019_50463\img_4.jpeg; images_yallamotor\ford_ecosport_2019_50463\img_5.jpeg; images_yallamotor\ford_ecosport_2019_50463\img_6.jpeg; images_yallamotor\ford_ecosport_2019_50463\img_7.jpeg; images_yallamotor\ford_ecosport_2019_50463\img_8.jpeg; images_yallamotor\ford_ecosport_2019_50463\img_9.jpeg; images_yallamotor\ford_ecosport_2019_50463\img_10.jpeg; images_yallamotor\ford_ecosport_2019_50463\img_11.jpeg; images_yallamotor\ford_ecosport_2019_50463\img_12.jpeg; images_yallamotor\ford_ecosport_2019_50463\img_13.jpeg; images_yallamotor\ford_ecosport_2019_50463\img_14.jpeg; images_yallamotor\ford_ecosport_2019_50463\img_15.jpeg,https://egypt.yallamotor.com/used-cars/ford/ecosport/2019/used-ford-ecosport-2019-alexandria-1592886
Used Ford EcoSport 1.0T Trend 2019,Ford,Ecosport,"EGP 800,000",2019,1.0T Trend,"40,000 KM",Used,Automatic,Petrol,998,Maroon,Cairo,SUV,images_yallamotor\ford_ecosport_2019_85121\img_1.jpg; images_yallamotor\ford_ecosport_2019_85121\img_2.jpg,https://egypt.yallamotor.com/used-cars/ford/ecosport/2019/used-ford-ecosport-2019-cairo-1625446
Used Ford EcoSport 1.0T Trend 2019,Ford,Ecosport,"EGP 750,000",2019,1.0T Trend,"119,000 KM",Used,Automatic,Petrol,998,Blue,Cairo,SUV,images_yallamotor\ford_ecosport_2019_94388\img_1.jpg; images_yallamotor\ford_ecosport_2019_94388\img_2.jpg; images_yallamotor\ford_ecosport_2019_94388\img_3.jpg; images_yallamotor\ford_ecosport_2019_94388\img_4.jpg,https://egypt.yallamotor.com/used-cars/ford/ecosport/2019/used-ford-ecosport-2019-cairo-1684533
Used Ford EcoSport 1.0T Trend 2019,Ford,Ecosport,"EGP 750,000",2019,1.0T Trend,"119,000 KM",Used,Automatic,Petrol,998,Blue,Cairo,Hatchback,images_yallamotor\ford_ecosport_2019_7797\img_1.jpg; images_yallamotor\ford_ecosport_2019_7797\img_2.jpg; images_yallamotor\ford_ecosport_2019_7797\img_3.jpg; images_yallamotor\ford_ecosport_2019_7797\img_4.jpg; images_yallamotor\ford_ecosport_2019_7797\img_5.jpg,https://egypt.yallamotor.com/used-cars/ford/ecosport/2019/used-ford-ecosport-2019-cairo-1684556
429 Too Many Requests,Ford,Ecosport,N/A,2019,429 Too Many Requests,N/A,Used,N/A,N/A,N/A,N/A,N/A,N/A,,https://egypt.yallamotor.com/used-cars/ford/ecosport/2019/used-ford-ecosport-2019-cairo-1698696
Used Ford Explorer 1997,Ford,Explorer,"EGP 325,000",1997,Base/Standard,"103,000 KM",Used,-,Petrol,"1,600",Black,Cairo,Sedan,images_yallamotor\ford_explorer_1997_74045\img_1.jpg; images_yallamotor\ford_explorer_1997_74045\img_2.jpg; images_yallamotor\ford_explorer_1997_74045\img_3.jpg; images_yallamotor\ford_explorer_1997_74045\img_4.jpg,https://egypt.yallamotor.com/used-cars/ford/explorer/1997/used-ford-explorer-1997-cairo-2065908
Used Ford Explorer 1997,Ford,Explorer,"EGP 295,000",1997,Base/Standard,"103,000 KM",Used,-,Petrol,"1,600",Black,Cairo,Sedan,images_yallamotor\ford_explorer_1997_86960\img_1.jpg; images_yallamotor\ford_explorer_1997_86960\img_2.jpg; images_yallamotor\ford_explorer_1997_86960\img_3.jpg; images_yallamotor\ford_explorer_1997_86960\img_4.jpg,https://egypt.yallamotor.com/used-cars/ford/explorer/1997/used-ford-explorer-1997-cairo-2071699
Used Ford Explorer 3.5L V6 Sport 2005,Ford,Explorer,"EGP 850,000",2005,3.5L V6 Sport,"180,000 KM",Used,Automatic,Petrol,"3,500",Black,6th of October City,SUV,images_yallamotor\ford_explorer_2005_98722\img_1.jpg,https://egypt.yallamotor.com/used-cars/ford/explorer/2005/used-ford-explorer-2005-6th-of-october-city-1607190
429 Too Many Requests,Ford,Fiesta,N/A,2013,429 Too Many Requests,N/A,Used,N/A,N/A,N/A,N/A,N/A,N/A,,https://egypt.yallamotor.com/used-cars/ford/fiesta/2013/used-ford-fiesta-2013-6th-of-october-city-1585810
Used Ford Fiesta 1.6L Titanium 2013,Ford,Fiesta,"EGP 360,000",2013,1.6L Titanium,"170,000 KM",Used,Automatic,Petrol,"1,600",Black,Alexandria,Hatchback,images_yallamotor\ford_fiesta_2013_20558\img_1.jpg; images_yallamotor\ford_fiesta_2013_20558\img_2.jpg; images_yallamotor\ford_fiesta_2013_20558\img_3.jpg; images_yallamotor\ford_fiesta_2013_20558\img_4.jpg; images_yallamotor\ford_fiesta_2013_20558\img_5.jpg; images_yallamotor\ford_fiesta_2013_20558\img_6.jpg; images_yallamotor\ford_fiesta_2013_20558\img_7.jpg,https://egypt.yallamotor.com/used-cars/ford/fiesta/2013/used-ford-fiesta-2013-alexandria-1515030
Used Ford Fiesta 1.0T Titanium 5Drs A/T 2018,Ford,Fiesta,"EGP 850,000",2018,1.0T Titanium 5Drs A/T,"94,221 KM",Used,Automatic,Petrol,998,Blue,Cairo,Hatchback,images_yallamotor\ford_fiesta_2018_74995\img_1.jpg; images_yallamotor\ford_fiesta_2018_74995\img_2.jpg; images_yallamotor\ford_fiesta_2018_74995\img_3.jpg; images_yallamotor\ford_fiesta_2018_74995\img_4.jpg; images_yallamotor\ford_fiesta_2018_74995\img_5.jpg,https://egypt.yallamotor.com/used-cars/ford/fiesta/2018/used-ford-fiesta-2018-cairo-1767544
Used Ford Fiesta 1.6L Trend 2019,Ford,Fiesta,"EGP 780,000",2019,1.6L Trend,"59,324 KM",Used,Automatic,Petrol,"1,600",Bronze,6th of October City,Hatchback,images_yallamotor\ford_fiesta_2019_88957\img_1.jpeg; images_yallamotor\ford_fiesta_2019_88957\img_2.jpeg; images_yallamotor\ford_fiesta_2019_88957\img_3.jpeg; images_yallamotor\ford_fiesta_2019_88957\img_4.jpeg; images_yallamotor\ford_fiesta_2019_88957\img_5.jpeg; images_yallamotor\ford_fiesta_2019_88957\img_6.jpeg; images_yallamotor\ford_fiesta_2019_88957\img_7.jpeg; images_yallamotor\ford_fiesta_2019_88957\img_8.jpeg; images_yallamotor\ford_fiesta_2019_88957\img_9.jpeg; images_yallamotor\ford_fiesta_2019_88957\img_10.jpeg; images_yallamotor\ford_fiesta_2019_88957\img_11.jpeg; images_yallamotor\ford_fiesta_2019_88957\img_12.jpeg; images_yallamotor\ford_fiesta_2019_88957\img_13.jpeg; images_yallamotor\ford_fiesta_2019_88957\img_14.jpeg; images_yallamotor\ford_fiesta_2019_88957\img_15.jpeg,https://egypt.yallamotor.com/used-cars/ford/fiesta/2019/used-ford-fiesta-2019-6th-of-october-city-2074474
Used Ford Focus 1.6L Hatchback 2006,Ford,Focus,"EGP 350,000",2006,1.6L Hatchback,"382,926 KM",Used,Automatic,Petrol,"1,600",Red,Cairo,Hatchback,images_yallamotor\ford_focus_2006_20223\img_1.jpeg; images_yallamotor\ford_focus_2006_20223\img_2.jpeg; images_yallamotor\ford_focus_2006_20223\img_3.jpeg; images_yallamotor\ford_focus_2006_20223\img_4.jpeg,https://egypt.yallamotor.com/used-cars/ford/focus/2006/used-ford-focus-2006-cairo-2037730
Used Ford Focus 2008,Ford,Focus,"EGP 395,000",2008,Base/Standard,"280,000 KM",Used,-,Petrol,"1,600",Black,Cairo,Sedan,images_yallamotor\ford_focus_2008_33056\img_1.jpg; images_yallamotor\ford_focus_2008_33056\img_2.jpg; images_yallamotor\ford_focus_2008_33056\img_3.jpg; images_yallamotor\ford_focus_2008_33056\img_4.jpg,https://egypt.yallamotor.com/used-cars/ford/focus/2008/used-ford-focus-2008-cairo-2055154
Used Ford Focus 2008,Ford,Focus,"EGP 395,000",2008,Base/Standard,"280,000 KM",Used,-,Petrol,"1,600",Blue,Cairo,Sedan,images_yallamotor\ford_focus_2008_46058\img_1.jpg; images_yallamotor\ford_focus_2008_46058\img_2.jpg; images_yallamotor\ford_focus_2008_46058\img_3.jpg; images_yallamotor\ford_focus_2008_46058\img_4.jpg,https://egypt.yallamotor.com/used-cars/ford/focus/2008/used-ford-focus-2008-cairo-2056479
Used Ford Focus 1.6L Trend (Sedan) 2015,Ford,Focus,"EGP 750,000",2015,1.6L Trend (Sedan),"70,960 KM",Used,Automatic,Petrol,"1,600",Blue,Cairo,Sedan,images_yallamotor\ford_focus_2015_25705\img_1.jpg; images_yallamotor\ford_focus_2015_25705\img_2.jpg; images_yallamotor\ford_focus_2015_25705\img_3.jpg; images_yallamotor\ford_focus_2015_25705\img_4.jpg; images_yallamotor\ford_focus_2015_25705\img_5.jpg,https://egypt.yallamotor.com/used-cars/ford/focus/2015/used-ford-focus-2015-cairo-2053487
Used Ford Focus 1.5L EcoBoost Sport 2017,Ford,Focus,"EGP 650,000",2017,1.5L Ecoboost Sport,"190,000 KM",Used,Automatic,Petrol,"1,499",Blue,Cairo,Sedan,images_yallamotor\ford_focus_2017_39327\img_1.jpeg,https://egypt.yallamotor.com/used-cars/ford/focus/2017/used-ford-focus-2017-cairo-1630974
Used Ford Focus 1.0L EcoBoost 2017,Ford,Focus,"EGP 640,000",2017,1.0L Ecoboost,"130,000 KM",Used,Manual,Petrol,"1,000",Gray,Cairo,Hatchback,images_yallamotor\ford_focus_2017_47153\img_1.jpeg; images_yallamotor\ford_focus_2017_47153\img_2.jpeg; images_yallamotor\ford_focus_2017_47153\img_3.jpeg; images_yallamotor\ford_focus_2017_47153\img_4.jpeg; images_yallamotor\ford_focus_2017_47153\img_5.jpeg,https://egypt.yallamotor.com/used-cars/ford/focus/2017/used-ford-focus-2017-cairo-1750331
Used Ford Focus 1.0L EcoBoost 2017,Ford,Focus,"EGP 710,000",2017,1.0L Ecoboost,"147,000 KM",Used,Automatic,Petrol,"1,000",Blue,Cairo,Hatchback,images_yallamotor\ford_focus_2017_60743\img_1.jpg; images_yallamotor\ford_focus_2017_60743\img_2.jpg; images_yallamotor\ford_focus_2017_60743\img_3.jpg; images_yallamotor\ford_focus_2017_60743\img_4.jpg; images_yallamotor\ford_focus_2017_60743\img_5.jpg,https://egypt.yallamotor.com/used-cars/ford/focus/2017/used-ford-focus-2017-cairo-1750667
Used Ford Focus 1.0L EcoBoost 2017,Ford,Focus,"EGP 680,000",2017,1.0L Ecoboost,"127,000 KM",Used,Automatic,Petrol,"1,000",Blue,Obour City,Hatchback,images_yallamotor\ford_focus_2017_73283\img_1.jpeg; images_yallamotor\ford_focus_2017_73283\img_2.jpeg; images_yallamotor\ford_focus_2017_73283\img_3.jpeg; images_yallamotor\ford_focus_2017_73283\img_4.jpeg; images_yallamotor\ford_focus_2017_73283\img_5.jpeg,https://egypt.yallamotor.com/used-cars/ford/focus/2017/used-ford-focus-2017-obour-city-2037960
Used Ford Focus 1.0L EcoBoost 2018,Ford,Focus,"EGP 760,000",2018,1.0L Ecoboost,"164,000 KM",Used,Automatic,Petrol,"1,000",Gray,6th of October City,Sedan,images_yallamotor\ford_focus_2018_40588\img_1.jpg; images_yallamotor\ford_focus_2018_40588\img_2.jpg; images_yallamotor\ford_focus_2018_40588\img_3.jpg; images_yallamotor\ford_focus_2018_40588\img_4.jpg; images_yallamotor\ford_focus_2018_40588\img_5.jpg; images_yallamotor\ford_focus_2018_40588\img_6.jpg; images_yallamotor\ford_focus_2018_40588\img_7.jpg,https://egypt.yallamotor.com/used-cars/ford/focus/2018/used-ford-focus-2018-6th-of-october-city-1688985
Used Ford Focus 2018,Ford,Focus,"EGP 640,000",2018,Base/Standard,"100,000 KM",Used,automatic,Petrol,"1,000",Silver,Cairo,Sedan,images_yallamotor\ford_focus_2018_56734\img_1.jpg,https://egypt.yallamotor.com/used-cars/ford/focus/2018/used-ford-focus-2018-cairo-1511511
429 Too Many Requests,Ford,Focus,N/A,2018,429 Too Many Requests,N/A,Used,N/A,N/A,N/A,N/A,N/A,N/A,,https://egypt.yallamotor.com/used-cars/ford/focus/2018/used-ford-focus-2018-cairo-1542982
Used Ford Focus 2021,Ford,Focus,"EGP 1,050,000",2021,Base/Standard,"105,000 KM",Used,Automatic,Petrol,"1,500",Black,Cairo,Sedan,images_yallamotor\ford_focus_2021_76991\img_1.jpg; images_yallamotor\ford_focus_2021_76991\img_2.jpg; images_yallamotor\ford_focus_2021_76991\img_3.jpg; images_yallamotor\ford_focus_2021_76991\img_4.jpg; images_yallamotor\ford_focus_2021_76991\img_5.jpg; images_yallamotor\ford_focus_2021_76991\img_6.jpg; images_yallamotor\ford_focus_2021_76991\img_7.jpg; images_yallamotor\ford_focus_2021_76991\img_8.jpg; images_yallamotor\ford_focus_2021_76991\img_9.jpg; images_yallamotor\ford_focus_2021_76991\img_10.jpg,https://egypt.yallamotor.com/used-cars/ford/focus/2021/used-ford-focus-2021-cairo-1584467
Used Ford Fusion 1.5T Trend 2015,Ford,Fusion,"EGP 730,000",2015,1.5T Trend,"290,000 KM",Used,Automatic,Petrol,"1,500",Red,Giza,Sedan,images_yallamotor\ford_fusion_2015_1339\img_1.jpeg,https://egypt.yallamotor.com/used-cars/ford/fusion/2015/used-ford-fusion-2015-giza-1756806
Used Ford Focus 1.6L Hatchback 2009,Ford,Focus,"EGP 530,000",2009,1.6L Hatchback,"180,000 KM",Used,Automatic,Petrol,"1,600",Black,Nasr City,Hatchback,images_yallamotor\ford_focus_2009_20312\img_1.jpg; images_yallamotor\ford_focus_2009_20312\img_2.jpg; images_yallamotor\ford_focus_2009_20312\img_3.jpg; images_yallamotor\ford_focus_2009_20312\img_4.jpg; images_yallamotor\ford_focus_2009_20312\img_5.jpg,https://egypt.yallamotor.com/used-cars/ford/focus/2009/used-ford-focus-2009-nasr-city-1585119
Used Ford Focus 1.6L Ambiente (station wagon) 2010,Ford,Focus,"EGP 475,000",2010,1.6L Ambiente (Station Wagon),210 KM,Used,Automatic,Petrol,"1,600",Silver,Cairo,Wagon,images_yallamotor\ford_focus_2010_36272\img_1.jpeg; images_yallamotor\ford_focus_2010_36272\img_2.jpeg; images_yallamotor\ford_focus_2010_36272\img_3.jpeg; images_yallamotor\ford_focus_2010_36272\img_4.jpeg; images_yallamotor\ford_focus_2010_36272\img_5.jpeg; images_yallamotor\ford_focus_2010_36272\img_6.jpeg,https://egypt.yallamotor.com/used-cars/ford/focus/2010/used-ford-focus-2010-cairo-1587397
Used Ford Focus 2010,Ford,Focus,"EGP 445,000",2010,Base/Standard,"150,000 KM",Used,Automatic,Petrol,"1,600",Burgundy,Cairo,Hatchback,images_yallamotor\ford_focus_2010_54256\img_1.jpg; images_yallamotor\ford_focus_2010_54256\img_2.jpg; images_yallamotor\ford_focus_2010_54256\img_3.jpg; images_yallamotor\ford_focus_2010_54256\img_4.jpg; images_yallamotor\ford_focus_2010_54256\img_5.jpg,https://egypt.yallamotor.com/used-cars/ford/focus/2010/used-ford-focus-2010-cairo-2083064
Used Ford Focus 1.6L 2014,Ford,Focus,"EGP 480,000",2014,1.6L,"194,000 KM",Used,Automatic,Petrol,"1,600",Black,Cairo,Sedan,images_yallamotor\ford_focus_2014_67377\img_1.jpg; images_yallamotor\ford_focus_2014_67377\img_2.jpg; images_yallamotor\ford_focus_2014_67377\img_3.jpg; images_yallamotor\ford_focus_2014_67377\img_4.jpg; images_yallamotor\ford_focus_2014_67377\img_5.jpg; images_yallamotor\ford_focus_2014_67377\img_6.jpg; images_yallamotor\ford_focus_2014_67377\img_7.jpg; images_yallamotor\ford_focus_2014_67377\img_8.jpg; images_yallamotor\ford_focus_2014_67377\img_9.jpg; images_yallamotor\ford_focus_2014_67377\img_10.jpg; images_yallamotor\ford_focus_2014_67377\img_11.jpg; images_yallamotor\ford_focus_2014_67377\img_12.jpg; images_yallamotor\ford_focus_2014_67377\img_13.jpg; images_yallamotor\ford_focus_2014_67377\img_14.jpg; images_yallamotor\ford_focus_2014_67377\img_15.jpg,https://egypt.yallamotor.com/used-cars/ford/focus/2014/used-ford-focus-2014-cairo-1610579
Used Ford Focus 2014,Ford,Focus,"EGP 550,000",2014,Base/Standard,"166,000 KM",Used,Automatic,Petrol,"1,600",Silver,Tanta,Sedan,images_yallamotor\ford_focus_2014_112\img_1.jpg; images_yallamotor\ford_focus_2014_112\img_2.jpg; images_yallamotor\ford_focus_2014_112\img_3.jpg; images_yallamotor\ford_focus_2014_112\img_4.jpg; images_yallamotor\ford_focus_2014_112\img_5.jpg,https://egypt.yallamotor.com/used-cars/ford/focus/2014/used-ford-focus-2014-tanta-1752970
429 Too Many Requests,Ford,Fusion,N/A,2016,429 Too Many Requests,N/A,Used,N/A,N/A,N/A,N/A,N/A,N/A,,https://egypt.yallamotor.com/used-cars/ford/fusion/2016/used-ford-fusion-2016-assiout-1569586
Used Ford Fusion 1.5L EcoBoost 2016,Ford,Fusion,"EGP 1,100,000",2016,1.5L Ecoboost,"130,000 KM",Used,Automatic,Petrol,"1,500",Black,Assiout,Sedan,images_yallamotor\ford_fusion_2016_54866\img_1.jpg; images_yallamotor\ford_fusion_2016_54866\img_2.jpg; images_yallamotor\ford_fusion_2016_54866\img_3.jpg; images_yallamotor\ford_fusion_2016_54866\img_4.jpg; images_yallamotor\ford_fusion_2016_54866\img_5.jpg; images_yallamotor\ford_fusion_2016_54866\img_6.jpg; images_yallamotor\ford_fusion_2016_54866\img_7.jpg; images_yallamotor\ford_fusion_2016_54866\img_8.jpg,https://egypt.yallamotor.com/used-cars/ford/fusion/2016/used-ford-fusion-2016-assiout-1583143
Used Ford Fusion 1.5T Titanium 2017,Ford,Fusion,"EGP 870,000",2017,1.5T Titanium,"82,000 KM",Used,Automatic,Petrol,"1,500",Blue,6th of October City,Sedan,images_yallamotor\ford_fusion_2017_76386\img_1.jpeg; images_yallamotor\ford_fusion_2017_76386\img_2.jpeg; images_yallamotor\ford_fusion_2017_76386\img_3.jpeg; images_yallamotor\ford_fusion_2017_76386\img_4.jpeg; images_yallamotor\ford_fusion_2017_76386\img_5.jpeg; images_yallamotor\ford_fusion_2017_76386\img_6.jpeg; images_yallamotor\ford_fusion_2017_76386\img_7.jpeg,https://egypt.yallamotor.com/used-cars/ford/fusion/2017/used-ford-fusion-2017-6th-of-october-city-1638009
Used Ford Fusion 1.5T Titanium 2017,Ford,Fusion,"EGP 850,000",2017,1.5T Titanium,"82,000 KM",Used,Automatic,Petrol,"1,500",Blue,Giza,Sedan,images_yallamotor\ford_fusion_2017_94860\img_1.jpeg; images_yallamotor\ford_fusion_2017_94860\img_2.jpeg; images_yallamotor\ford_fusion_2017_94860\img_3.jpeg; images_yallamotor\ford_fusion_2017_94860\img_4.jpeg; images_yallamotor\ford_fusion_2017_94860\img_5.jpeg; images_yallamotor\ford_fusion_2017_94860\img_6.jpeg; images_yallamotor\ford_fusion_2017_94860\img_7.jpeg; images_yallamotor\ford_fusion_2017_94860\img_8.jpeg; images_yallamotor\ford_fusion_2017_94860\img_9.jpeg; images_yallamotor\ford_fusion_2017_94860\img_10.jpeg; images_yallamotor\ford_fusion_2017_94860\img_11.jpeg; images_yallamotor\ford_fusion_2017_94860\img_12.jpeg,https://egypt.yallamotor.com/used-cars/ford/fusion/2017/used-ford-fusion-2017-giza-1638006
Used Ford Fusion 1.5T Titanium 2018,Ford,Fusion,"EGP 1,250,000",2018,1.5T Titanium,"130,000 KM",Used,Automatic,Petrol,"1,500",Black,Cairo,Sedan,images_yallamotor\ford_fusion_2018_22261\img_1.jpg; images_yallamotor\ford_fusion_2018_22261\img_2.jpg,https://egypt.yallamotor.com/used-cars/ford/fusion/2018/used-ford-fusion-2018-cairo-1693859
Used Ford Kuga 1.5T Sport 2015,Ford,Kuga,"EGP 875,000",2015,1.5T Sport,"173,000 KM",Used,Automatic,Petrol,"1,500",Blue,Monufeya,SUV,images_yallamotor\ford_kuga_2015_90024\img_1.jpg; images_yallamotor\ford_kuga_2015_90024\img_2.jpg; images_yallamotor\ford_kuga_2015_90024\img_3.jpg; images_yallamotor\ford_kuga_2015_90024\img_4.jpg; images_yallamotor\ford_kuga_2015_90024\img_5.jpg; images_yallamotor\ford_kuga_2015_90024\img_6.jpg; images_yallamotor\ford_kuga_2015_90024\img_7.jpg; images_yallamotor\ford_kuga_2015_90024\img_8.jpg; images_yallamotor\ford_kuga_2015_90024\img_9.jpg; images_yallamotor\ford_kuga_2015_90024\img_10.jpg; images_yallamotor\ford_kuga_2015_90024\img_11.jpg,https://egypt.yallamotor.com/used-cars/ford/kuga/2015/used-ford-kuga-2015-monufeya-1705280
Used Ford Kuga 1.5T Titanium 2016,Ford,Kuga,"EGP 850,000",2016,1.5T Titanium,"137,000 KM",Used,Automatic,Petrol,"1,500",Bronze,Alexandria,SUV,images_yallamotor\ford_kuga_2016_16373\img_1.jpg; images_yallamotor\ford_kuga_2016_16373\img_2.jpg,https://egypt.yallamotor.com/used-cars/ford/kuga/2016/used-ford-kuga-2016-alexandria-1517028
Used Ford Kuga 1.5T Trend 2016,Ford,Kuga,"EGP 700,000",2016,1.5T Trend,"295,000 KM",Used,Automatic,Petrol,"1,500",Black,Assiout,SUV,images_yallamotor\ford_kuga_2016_25487\img_1.jpg; images_yallamotor\ford_kuga_2016_25487\img_2.jpg; images_yallamotor\ford_kuga_2016_25487\img_3.jpg; images_yallamotor\ford_kuga_2016_25487\img_4.jpg; images_yallamotor\ford_kuga_2016_25487\img_5.jpg; images_yallamotor\ford_kuga_2016_25487\img_6.jpg,https://egypt.yallamotor.com/used-cars/ford/kuga/2016/used-ford-kuga-2016-assiout-1667523
Used Ford Kuga 1.5T Titanium 2016,Ford,Kuga,"EGP 900,000",2016,1.5T Titanium,"116,000 KM",Used,Automatic,Petrol,"1,500",Blue,Tanta,SUV,images_yallamotor\ford_kuga_2016_41793\img_1.jpg; images_yallamotor\ford_kuga_2016_41793\img_2.jpg; images_yallamotor\ford_kuga_2016_41793\img_3.jpg; images_yallamotor\ford_kuga_2016_41793\img_4.jpg; images_yallamotor\ford_kuga_2016_41793\img_5.jpg,https://egypt.yallamotor.com/used-cars/ford/kuga/2016/used-ford-kuga-2016-tanta-1652628
Used Ford Kuga 1.5T Trend 2018,Ford,Kuga,EGP 850,2018,1.5T Trend,"196,000 KM",Used,Automatic,Petrol,"1,500",White,6th of October City,SUV,images_yallamotor\ford_kuga_2018_56237\img_1.jpg; images_yallamotor\ford_kuga_2018_56237\img_2.jpg; images_yallamotor\ford_kuga_2018_56237\img_3.jpg; images_yallamotor\ford_kuga_2018_56237\img_4.jpg; images_yallamotor\ford_kuga_2018_56237\img_5.jpg; images_yallamotor\ford_kuga_2018_56237\img_6.jpg; images_yallamotor\ford_kuga_2018_56237\img_7.jpg,https://egypt.yallamotor.com/used-cars/ford/kuga/2018/used-ford-kuga-2018-6th-of-october-city-2078560
Used Ford Kuga 1.5T Titanium 2018,Ford,Kuga,"EGP 1,000,000",2018,1.5T Titanium,"4,500 KM",Used,Automatic,Petrol,"1,600",White,Cairo,Other,images_yallamotor\ford_kuga_2018_13566\img_1.jpeg; images_yallamotor\ford_kuga_2018_13566\img_2.jpeg; images_yallamotor\ford_kuga_2018_13566\img_3.jpeg,https://egypt.yallamotor.com/used-cars/ford/kuga/2018/used-ford-kuga-2018-cairo-1674018
Used Ford Kuga 1.5T Trend 2018,Ford,Kuga,"EGP 880,000",2018,1.5T Trend,"198,000 KM",Used,Automatic,Petrol,"1,500",White,Cairo,SUV,images_yallamotor\ford_kuga_2018_24106\img_1.jpg; images_yallamotor\ford_kuga_2018_24106\img_2.jpg; images_yallamotor\ford_kuga_2018_24106\img_3.jpg; images_yallamotor\ford_kuga_2018_24106\img_4.jpg; images_yallamotor\ford_kuga_2018_24106\img_5.jpg,https://egypt.yallamotor.com/used-cars/ford/kuga/2018/used-ford-kuga-2018-cairo-1753917
Used Ford Kuga 1.5T Titanium 2019,Ford,Kuga,"EGP 1,100,000",2019,1.5T Titanium,"87,000 KM",Used,Automatic,Petrol,"1,500",Gray,Cairo,SUV,images_yallamotor\ford_kuga_2019_39007\img_1.jpeg; images_yallamotor\ford_kuga_2019_39007\img_2.jpeg; images_yallamotor\ford_kuga_2019_39007\img_3.jpeg,https://egypt.yallamotor.com/used-cars/ford/kuga/2019/used-ford-kuga-2019-cairo-2048459
Used Ford Kuga 1.5T Sport 2019,Ford,Kuga,"EGP 1,350,000",2019,1.5T Sport,"50,000 KM",Used,Automatic,Petrol,"1,500",Burgundy,Tanta,Hatchback,images_yallamotor\ford_kuga_2019_49818\img_1.jpg; images_yallamotor\ford_kuga_2019_49818\img_2.jpg; images_yallamotor\ford_kuga_2019_49818\img_3.jpg; images_yallamotor\ford_kuga_2019_49818\img_4.jpg; images_yallamotor\ford_kuga_2019_49818\img_5.jpg; images_yallamotor\ford_kuga_2019_49818\img_6.jpg; images_yallamotor\ford_kuga_2019_49818\img_7.jpg; images_yallamotor\ford_kuga_2019_49818\img_8.jpg; images_yallamotor\ford_kuga_2019_49818\img_9.jpg; images_yallamotor\ford_kuga_2019_49818\img_10.jpg,https://egypt.yallamotor.com/used-cars/ford/kuga/2019/used-ford-kuga-2019-tanta-1597103
